"","X","...1","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","ONI","ONI_C","ONI_sub","semeadura","ano_semeadura","colheita","ano_colheita","anom.1","anom.2","anom.3","anom.4","anom.5","anom.6","fo_grupo","fs_grupo","predito"
"801",801,801,808,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,"2014-12-15","2015-03-15","14/15",1,NA,8.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"802",802,802,809,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",1,"2014-12-15","2015-03-15","14/15",1.4,NA,4.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"803",803,803,810,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",1,"2014-12-15","2015-03-15","14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,1.4,1.8,NA,2.8,2.8,2.8,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,4,1
"804",804,804,811,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",1,"2014-12-15","2015-03-15","14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,4,1
"805",805,805,812,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM  Awauna","p",2,"2014-12-15","2015-03-15","14/15",0.2,NA,5.8,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,1,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"806",806,806,813,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,"2014-12-15","2015-03-15","14/15",0.2,NA,6.8,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"807",807,807,814,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Sele<e7><e3>o IV","chc",2,"2014-12-15","2015-03-15","14/15",0.2,NA,7.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"808",808,808,815,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",2,"2014-12-15","2015-03-15","14/15",0.6,NA,8.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"809",809,809,816,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,"2014-12-15","2015-03-15","14/15",0.2,NA,3.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,2.2,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"810",810,810,817,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,"2014-12-15","2015-03-15","14/15",0.2,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,4,1
"811",811,811,818,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",2,"2014-12-15","2015-03-15","14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,1.6,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,4,1
"812",812,812,819,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",2,"2014-12-15","2015-03-15","14/15",0.2,NA,1.4,NA,NA,NA,NA,NA,NA,1.8,2.6,NA,3,3.2,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,4,1
"813",813,813,820,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,"2014-12-15","2015-03-15","14/15",0.4,NA,5.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"814",814,814,821,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,"2014-12-15","2015-03-15","14/15",0.8,NA,5.2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"815",815,815,822,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",3,"2014-12-15","2015-03-15","14/15",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,4,1
"816",816,816,823,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",3,"2014-12-15","2015-03-15","14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,4,1
"817",817,817,824,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,"2014-12-15","2015-03-15","14/15",0.2,NA,2,NA,NA,NA,NA,NA,NA,1.2,1.2,NA,2.2,2.6,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,4,1
"818",818,818,825,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",3,"2014-12-15","2015-03-15","14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,1,1
"819",819,819,826,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,"2014-12-15","2015-03-15","14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"820",820,820,827,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,"2014-12-15","2015-03-15","14/15",0.2,NA,7.4,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,2,1,1
"821",821,821,828,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,"2014-12-15","2015-03-15","14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"822",822,822,829,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",4,"2014-12-15","2015-03-15","14/15",0.2,NA,3.6,NA,NA,NA,NA,NA,NA,0.2,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"823",823,823,830,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-4/41","chc",4,"2014-12-15","2015-03-15","14/15",0.2,NA,4,NA,NA,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"824",824,824,831,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,"2014-12-15","2015-03-15","14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,4,1
"825",825,825,832,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,"2014-12-15","2015-03-15","14/15",0.8,NA,2.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"826",826,826,833,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",4,"2014-12-15","2015-03-15","14/15",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,2,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,1,1,1
"827",827,827,834,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","49/61-1/2","chc",3,"2014-12-16","2015-03-16","14/15",0.1,0.2,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,4,1
"828",828,828,835,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA LBA05","chc",3,"2014-12-16","2015-03-16","14/15",0.1,0.2,NA,0.6,0.6,NA,NA,NA,NA,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,3,1,1
"829",829,829,836,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",1,"2015-12-14","2016-03-13","15/16",0.2,1,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,0.8,0.8,1.6,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"830",830,830,837,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,"2015-12-14","2016-03-13","15/16",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"831",831,831,838,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",1,"2015-12-14","2016-03-13","15/16",0.3,0.8,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.6,0.6,3,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"832",832,832,839,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",1,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"833",833,833,840,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"834",834,834,841,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,5.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"835",835,835,842,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,6.4,6.4,6.4,6.4,6.4,7.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,2,2
"836",836,836,843,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",1,"2015-12-14","2016-03-13","15/16",0.3,0.3,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"837",837,837,844,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",2,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"838",838,838,845,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,"2015-12-14","2016-03-13","15/16",0.4,1.2,NA,NA,NA,NA,NA,NA,NA,0.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"839",839,839,846,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",2,"2015-12-14","2016-03-13","15/16",0.3,0.6,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"840",840,840,847,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.5,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"841",841,841,848,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,"2015-12-14","2016-03-13","15/16",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,1,4,2
"842",842,842,849,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"843",843,843,850,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",2,"2015-12-14","2016-03-13","15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"844",844,844,851,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,"2015-12-14","2016-03-13","15/16",0.6,1.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,2.8,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,1,1,2
"845",845,845,852,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,"2015-12-14","2016-03-13","15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"846",846,846,853,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",3,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,5.2,5.6,5.6,5.6,5.6,5.6,5.6,9.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,2,2
"847",847,847,854,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",3,"2015-12-14","2016-03-13","15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"848",848,848,855,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",3,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"849",849,849,856,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,"2015-12-14","2016-03-13","15/16",1,1.6,NA,NA,NA,NA,NA,NA,NA,0.8,1,1,1,1,1,1,2.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,1,1,2
"850",850,850,857,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,"2015-12-14","2016-03-13","15/16",0.2,0.4,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"851",851,851,858,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,"2015-12-14","2016-03-13","15/16",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,1,1,2
"852",852,852,859,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,0.6,5.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"853",853,853,860,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,"2015-12-14","2016-03-13","15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,1.6,4.6,4.6,4.6,4.6,4.6,7.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,3,2
"854",854,854,861,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"855",855,855,862,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",4,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,1.6,1.6,1.6,1.6,2.8,7,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"856",856,856,863,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,"2015-12-14","2016-03-13","15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"857",857,857,864,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",4,"2015-12-14","2016-03-13","15/16",0.2,0.4,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"858",858,858,865,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",4,"2015-12-14","2016-03-13","15/16",0.8,1.8,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,1,1,2
"859",859,859,866,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"860",860,860,867,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,5.4,5.8,6.4,6.4,6.4,6.4,6.4,7.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,2,2
"861",861,861,868,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,"2015-12-14","2016-03-13","15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,0.6,0.8,1,2.6,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"862",862,862,869,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",4,"2015-12-14","2016-03-13","15/16",0.2,0.6,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.8,0.8,2.4,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,1,2
"863",863,863,870,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,"2015-12-14","2016-03-13","15/16",0.4,1,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.8,3.2,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
"864",864,864,871,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,"2015-12-14","2016-03-13","15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,3,4,2
