"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","ONI","ONI_C","ONI_sub","semeadura","ano_semeadura","colheita","ano_colheita","anom.1","anom.2","anom.3","anom.4","anom.5","anom.6"
"63",  63,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",3,2017-12-15,2018-03-15,"17/18", 0.5,2.0, 3.5,NA,NA,NA,NA,NA,NA,0.2,1.0,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"64",  64,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",3,2017-12-15,2018-03-15,"17/18", 0.8,2.5, 3.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"65",  65,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2017-12-15,2018-03-15,"17/18", 0.8,3.0, 5.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,1.5,1.5,2.0,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"66",  66,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",3,2017-12-15,2018-03-15,"17/18", 1.5,4.0, 5.0,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"67",  67,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2017-12-15,2018-03-15,"17/18", 0.2,2.0, 3.5,NA,NA,NA,NA,NA,NA,0.1,0.5,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"68",  68,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",3,2017-12-15,2018-03-15,"17/18", 0.1,1.0, 1.0,NA,NA,NA,NA,NA,NA,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"69",  69,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",3,2017-12-15,2018-03-15,"17/18", 0.2,1.5, 2.5,NA,NA,NA,NA,NA,NA,0.1,0.3,3.0,3.0,3.0,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"70",  70,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",3,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 1.5, 1.5,NA,NA,NA,NA,NA,0.1,0.5,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"71",  71,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",3,2017-12-15,2018-03-15,"17/18", 3.0,8.0, 8.0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.2,6.5,6.5,6.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"72",  72,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2017-12-15,2018-03-15,"17/18", 1.0,3.0, 4.5,NA,NA,NA,NA,NA,NA,0.2,0.8,1.5,1.5,2.0,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"73",  73,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2017-12-15,2018-03-15,"17/18", 0.8,1.5, 2.0,NA,NA,NA,NA,NA,NA,1.5,2.5,3.0,3.0,3.0,8.0,8.0,8.0,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"74",  74,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",3,2017-12-15,2018-03-15,"17/18", 1.0,2.0, 2.0, 2.0,NA,NA,NA,NA,NA,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"75",  75,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",3,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.5,NA,NA,NA,NA,NA,NA,0.1,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"76",  76,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2017-12-15,2018-03-15,"17/18", 0.8,2.0, 3.0, 3.5,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,1.5,1.5,1.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"77",  77,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2017-12-15,2018-03-15,"17/18", 0.1,0.8, 1.5,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,3.0,3.0,3.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"78",  78,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2017-12-15,2018-03-15,"17/18", 2.0,5.0, 6.0,NA,NA,NA,NA,NA,NA,0.1,0.8,2.0,3.0,3.5,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"79",  79,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","C 10-6-91","chc",3,2017-12-15,2018-03-15,"17/18", 2.5,5.0, 6.0,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,2.5,3.5,5.0,5.0,5.0,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"80",  80,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2017-12-15,2018-03-15,"17/18", 0.8,2.5, 2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"81",  81,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2017-12-15,2018-03-15,"17/18", 0.1,0.8, 1.5,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.2,0.2,5.5,5.5,5.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"82",  82,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",3,2017-12-15,2018-03-15,"17/18", 1.5,3.5, 5.0,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.2,0.2,6.0,6.0,6.0,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"83",  83,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",3,2017-12-15,2018-03-15,"17/18", 4.0,8.0, 8.5,NA,NA,NA,NA,NA,NA,0.1,0.5,0.5,0.8,0.8,7.0,7.5,7.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"84",  84,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2017-12-15,2018-03-15,"17/18", 0.1,1.0, 2.0,NA,NA,NA,NA,NA,NA,0.2,0.8,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"85",  85,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2017-12-15,2018-03-15,"17/18", 0.5,2.0, 3.5,NA,NA,NA,NA,NA,NA,0.1,0.8,2.0,3.0,4.5,6.0,6.0,6.0,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"86",  86,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 3.0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,1.0,1.0,1.0,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"87",  87,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2017-12-15,2018-03-15,"17/18", 0.1,0.8, 0.8, 0.8,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.2,0.8,1.5,1.5,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"88",  88,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",4,2017-12-15,2018-03-15,"17/18", 0.8,2.0, 3.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"89",  89,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",4,2017-12-15,2018-03-15,"17/18", 2.0,7.0, 8.0,NA,NA,NA,NA,NA,NA,0.2,0.8,2.5,4.0,6.0,6.0,7.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"90",  90,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.0, 2.0,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"91",  91,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.5,NA,NA,NA,NA,NA,NA,0.2,0.8,1.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"92",  92,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2017-12-15,2018-03-15,"17/18", 0.8,2.5, 5.5,NA,NA,NA,NA,NA,NA,0.1,0.8,2.0,4.5,4.5,4.5,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"93",  93,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",4,2017-12-15,2018-03-15,"17/18", 1.0,3.5, 6.0,NA,NA,NA,NA,NA,NA,0.2,1.0,1.5,3.0,3.0,3.0,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"94",  94,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,1.5,2.0,2.0,2.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"95",  95,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",4,2017-12-15,2018-03-15,"17/18", 2.5,7.0, 8.5,NA,NA,NA,NA,NA,NA,0.1,0.8,1.0,3.5,5.0,7.5,7.5,7.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"96",  96,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 3.5,NA,NA,NA,NA,NA,NA,0.2,0.8,1.5,3.0,4.0,4.0,4.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"97",  97,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2017-12-15,2018-03-15,"17/18", 1.5,4.0, 5.0,NA,NA,NA,NA,NA,NA,0.1,0.5,1.0,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"98",  98,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"99",  99,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2017-12-15,2018-03-15,"17/18", 1.5,2.5, 5.0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"100", 100,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",4,2017-12-15,2018-03-15,"17/18", 2.5,7.5, 8.5,NA,NA,NA,NA,NA,NA,0.2,1.0,2.5,4.0,6.0,6.5,7.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"101", 101,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"102", 102,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FS 305","calima",4,2017-12-15,2018-03-15,"17/18", 0.1,0.8, 2.0, 2.0,NA,NA,NA,NA,NA,0.6,1.0,1.0,2.5,4.0,6.5,6.5,6.5,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"103", 103,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",4,2017-12-15,2018-03-15,"17/18", 1.0,3.0, 4.5,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.8,0.8,2.0,2.0,2.0,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"104", 104,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,0.8, 2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"105", 105,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2017-12-15,2018-03-15,"17/18", 0.2,0.8, 0.8, 1.0,NA,NA,NA,NA,NA,0.1,0.8,1.5,3.0,4.0,4.0,4.0,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"106", 106,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2017-12-15,2018-03-15,"17/18", 0.2,1.0, 2.0,NA,NA,NA,NA,NA,NA,0.1,0.5,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"107", 107,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2017-12-15,2018-03-15,"17/18", 1.5,3.5, 4.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,796666666666667","La Niña","LNW","D",2017,"M",2018,-0.34,-0.84,-0.97,-0.85,-0.70,-0.50
"108", 108,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",1,2019-12-17,2020-03-16,"18/19", 0.5,0.5, 0.5, 0.8,1.5, 1.5,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"109", 109,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.8, 1.0,1.0, 1.0,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"110", 110,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2019-12-17,2020-03-16,"18/19", 0.8,0.8, 0.8, 0.8,0.8, 0.8,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"111", 111,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2019-12-17,2020-03-16,"18/19", 0.1,0.1, 0.1, 0.1,0.1, 0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"112", 112,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.2, 0.2,0.2, 0.2,NA,NA,NA,0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"113", 113,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",1,2019-12-17,2020-03-16,"18/19", 4.0,6.0, 6.0, 7.0,7.0, 8.5,NA,NA,NA,0.2,0.5,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"114", 114,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",1,2019-12-17,2020-03-16,"18/19", 0.4,0.4, 0.4, 0.4,0.4, 0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"115", 115,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",1,2019-12-17,2020-03-16,"18/19", 0.1,0.1, 0.1, 0.1,0.1, 0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"116", 116,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",1,2019-12-17,2020-03-16,"18/19", 0.1,0.1, 0.1, 0.1,0.1, 0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"117", 117,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.2, 0.2,0.2, 0.2,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"118", 118,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",1,2019-12-17,2020-03-16,"18/19", 1.0,1.5, 2.0, 3.0,4.0, 4.0,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"119", 119,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.2, 0.2,0.2, 0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"120", 120,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Nuance","ra",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.2, 0.2,0.2, 0.2,NA,NA,NA,0.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"121", 121,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",1,2019-12-17,2020-03-16,"18/19", 0.5,0.5, 0.5, 0.8,0.8, 0.8,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"122", 122,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",1,2019-12-17,2020-03-16,"18/19", 1.5,2.0, 2.5, 3.0,3.0, 4.0,NA,NA,NA,0.1,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"123", 123,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2019-12-17,2020-03-16,"18/19", 0.3,0.3, 0.3, 0.3,0.3, 0.3,NA,NA,NA,0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"124", 124,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2019-12-17,2020-03-16,"18/19", 0.2,0.2, 0.2, 0.2,0.2, 0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"125", 125,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",1,2019-12-17,2020-03-16,"18/19", 0.1,0.1, 0.1, 0.1,0.1, 0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
