"X";"index";"id_ensaio";"Local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"data_colheita";"safra";"FO1";"FO2";"FO3";"FO4";"FO5";"FO6";"FO7";"FO8";"FO9";"FS1";"FS2";"FS3";"FS4";"FS5";"FS6";"FS7";"FS8";"FS9";"FS10";"FS11";"ONI";"ONI_C";"ONI_sub"
75;75;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Linhagem 110";"chc";3;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2.5";NA;NA;NA;NA;NA;NA;"0.1";"0.8";"1.5";"1.5";"1.5";NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
76;76;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Sublime";"chc";3;2017-12-15;2018-03-15;"17/18";"0.8";"2";"3";"3.5";NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.1";"0.1";"1.5";"1.5";"1.5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
77;77;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";3;2017-12-15;2018-03-15;"17/18";"0.1";"0.8";"1.5";NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.1";"3";"3";"3";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
78;78;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";3;2017-12-15;2018-03-15;"17/18";"2";"5";"6";NA;NA;NA;NA;NA;NA;"0.1";"0.8";"2";"3";"3.5";NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
79;79;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"C 10-6-91";"chc";3;2017-12-15;2018-03-15;"17/18";"2.5";"5";"6";NA;NA;NA;NA;NA;NA;"0.1";"0.1";NA;"2.5";"3.5";"5";"5";"5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
80;80;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";3;2017-12-15;2018-03-15;"17/18";"0.8";"2.5";"2.5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
81;81;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Estilo";"chc";3;2017-12-15;2018-03-15;"17/18";"0.1";"0.8";"1.5";NA;NA;NA;NA;NA;NA;"0.1";"0.2";"0.2";"0.2";"0.2";"5.5";"5.5";"5.5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
82;82;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Sintonia";"chc";3;2017-12-15;2018-03-15;"17/18";"1.5";"3.5";"5";NA;NA;NA;NA;NA;NA;"0.1";"0.2";"0.2";"0.2";"0.2";"6";"6";"6";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
83;83;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Gar<e7>a Radiante";"b";3;2017-12-15;2018-03-15;"17/18";"4";"8";"8.5";NA;NA;NA;NA;NA;NA;"0.1";"0.5";"0.5";"0.8";"0.8";"7";"7.5";"7.5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
84;84;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR 139";"chc";4;2017-12-15;2018-03-15;"17/18";"0.1";"1";"2";NA;NA;NA;NA;NA;NA;"0.2";"0.8";"2";"2";"2";NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
85;85;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 9";"chc";4;2017-12-15;2018-03-15;"17/18";"0.5";"2";"3.5";NA;NA;NA;NA;NA;NA;"0.1";"0.8";"2";"3";"4.5";"6";"6";"6";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
86;86;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Sublime";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"3";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"1";"1";"1";NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
87;87;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Mil<ea>nio";"chc";4;2017-12-15;2018-03-15;"17/18";"0.1";"0.8";"0.8";"0.8";NA;NA;NA;NA;NA;"0.1";"0.2";"0.2";"0.2";"0.8";"1.5";"1.5";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
88;88;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Uai";"chc";4;2017-12-15;2018-03-15;"17/18";"0.8";"2";"3.5";NA;NA;NA;NA;NA;NA;"0.5";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
89;89;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Curi<f3>";"chc";4;2017-12-15;2018-03-15;"17/18";"2";"7";"8";NA;NA;NA;NA;NA;NA;"0.2";"0.8";"2.5";"4";"6";"6";"7";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
90;90;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Linhagem 110";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2";"2";NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
91;91;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Celeiro";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2.5";NA;NA;NA;NA;NA;NA;"0.2";"0.8";"1.5";"2.5";"2.5";"2.5";NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
92;92;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";4;2017-12-15;2018-03-15;"17/18";"0.8";"2.5";"5.5";NA;NA;NA;NA;NA;NA;"0.1";"0.8";"2";"4.5";"4.5";"4.5";NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
93;93;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Sintonia";"chc";4;2017-12-15;2018-03-15;"17/18";"1";"3.5";"6";NA;NA;NA;NA;NA;NA;"0.2";"1";"1.5";"3";"3";"3";NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
94;94;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Nhambu";"p";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2.5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.8";"1.5";"2";"2";"2";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
95;95;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Gar<e7>a Radiante";"b";4;2017-12-15;2018-03-15;"17/18";"2.5";"7";"8.5";NA;NA;NA;NA;NA;NA;"0.1";"0.8";"1";"3.5";"5";"7.5";"7.5";"7.5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
96;96;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"3.5";NA;NA;NA;NA;NA;NA;"0.2";"0.8";"1.5";"3";"4";"4";"4";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
97;97;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Madrep<e9>rola";"chc";4;2017-12-15;2018-03-15;"17/18";"1.5";"4";"5";NA;NA;NA;NA;NA;NA;"0.1";"0.5";"1";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
98;98;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FP 403";"p";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
99;99;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEM Flor Diniz";"chc";4;2017-12-15;2018-03-15;"17/18";"1.5";"2.5";"5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.8";"1.5";"1.5";"1.5";NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
100;100;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 104";"chc";4;2017-12-15;2018-03-15;"17/18";"2.5";"7.5";"8.5";NA;NA;NA;NA;NA;NA;"0.2";"1";"2.5";"4";"6";"6.5";"7";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
101;101;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Campeiro";"p";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2.5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
102;102;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FS 305";"calima";4;2017-12-15;2018-03-15;"17/18";"0.1";"0.8";"2";"2";NA;NA;NA;NA;NA;"0.6";"1";"1";"2.5";"4";"6.5";"6.5";"6.5";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
103;103;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 205 Riqueza";"chc";4;2017-12-15;2018-03-15;"17/18";"1";"3";"4.5";NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.8";"0.8";"2";"2";"2";NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
104;104;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 402";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"0.8";"2.5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
105;105;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Esteio";"p";4;2017-12-15;2018-03-15;"17/18";"0.2";"0.8";"0.8";"1";NA;NA;NA;NA;NA;"0.1";"0.8";"1.5";"3";"4";"4";"4";NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
106;106;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Campos Gerais";"chc";4;2017-12-15;2018-03-15;"17/18";"0.2";"1";"2";NA;NA;NA;NA;NA;NA;"0.1";"0.5";"1";"1";"1";NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
107;107;"Arapoti_CDEArapoti_17/18_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";4;2017-12-15;2018-03-15;"17/18";"1.5";"3.5";"4.5";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;-0,796666666666667;"La Niña";"LNW"
108;108;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 5";"chc";1;2019-12-17;2020-03-16;"18/19";"0.5";"0.5";"0.5";"0.8";"1.5";"1.5";NA;NA;NA;"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
109;109;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 9";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.8";"1";"1";"1";NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
110;110;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Bola Cheia";"chc";1;2019-12-17;2020-03-16;"18/19";"0.8";"0.8";"0.8";"0.8";"0.8";"0.8";NA;NA;NA;"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
111;111;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Esteio";"p";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
112;112;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Estilo";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;"0.2";"0.8";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
113;113;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 104";"chc";1;2019-12-17;2020-03-16;"18/19";"4";"6";"6";"7";"7";"8.5";NA;NA;NA;"0.2";"0.5";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
114;114;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 402";"chc";1;2019-12-17;2020-03-16;"18/19";"0.4";"0.4";"0.4";"0.4";"0.4";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
115;115;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FP 403";"p";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
116;116;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Madrep<e9>rola";"chc";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
117;117;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Uai";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
118;118;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1849";"chc";1;2019-12-17;2020-03-16;"18/19";"1";"1.5";"2";"3";"4";"4";NA;NA;NA;"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
119;119;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1850";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
120;120;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Nuance";"ra";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;"0.1";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
121;121;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Veloz";"p";1;2019-12-17;2020-03-16;"18/19";"0.5";"0.5";"0.5";"0.8";"0.8";"0.8";NA;NA;NA;"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
122;122;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";1;2019-12-17;2020-03-16;"18/19";"1.5";"2";"2.5";"3";"3";"4";NA;NA;NA;"0.1";"0.3";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
123;123;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";1;2019-12-17;2020-03-16;"18/19";"0.3";"0.3";"0.3";"0.3";"0.3";"0.3";NA;NA;NA;"0.2";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
124;124;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Campos Gerais";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
125;125;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Celeiro";"chc";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
126;126;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Quero-quero";"chc";1;2019-12-17;2020-03-16;"18/19";"0.3";"0.3";"0.3";"0.3";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
127;127;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Sabi<e1>";"chc";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.4";"0.4";"0.4";"0.4";"0.4";NA;NA;NA;"0.3";"0.5";"0.8";"0.8";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
128;128;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";1;2019-12-17;2020-03-16;"18/19";"0.8";"0.8";"0.8";"0.8";"0.8";"0.8";NA;NA;NA;"0.1";"0.1";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
129;129;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tuiui<fa>";"p";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.5";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
130;130;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Uirapuru";"p";1;2019-12-17;2020-03-16;"18/19";"0.5";"0.8";"1";"1";NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.5";"0.5";"0.5";NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
131;131;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Urutau";"p";1;2019-12-17;2020-03-16;"18/19";"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
132;132;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 204 Predileto";"p";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
133;133;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 205 Riqueza";"chc";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.4";"0.4";"0.4";NA;NA;NA;"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
134;134;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Branco 02";"b";1;2019-12-17;2020-03-16;"18/19";"0.7";"1";"1.5";"2";"3";"3";NA;NA;NA;"0.5";"0.8";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
135;135;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Carioca L-013";"chc";1;2019-12-17;2020-03-16;"18/19";"0.4";"0.4";"0.8";"1";"1";"1";NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
136;136;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Carioca L-015";"chc";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.5";"0.8";"0.8";NA;NA;NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
137;137;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";1;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
138;138;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Preto 04";"p";1;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
139;139;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Preto 04";"p";2;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
140;140;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Uai";"chc";2;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
141;141;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Uirapuru";"p";2;2019-12-17;2020-03-16;"18/19";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";NA;NA;NA;"0.2";"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
142;142;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FP 403";"p";2;2019-12-17;2020-03-16;"18/19";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
143;143;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1850";"chc";2;2019-12-17;2020-03-16;"18/19";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
144;144;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";2;2019-12-17;2020-03-16;"18/19";"0.4";"0.4";"0.4";"0.8";"0.8";"0.8";NA;NA;NA;"0.1";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
145;145;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Carioca L-013";"chc";2;2019-12-17;2020-03-16;"18/19";"0.5";"1";"2";"3";"3";"3";NA;NA;NA;"0.1";"0.1";"0.1";"0.5";"0.5";NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
146;146;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
147;147;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Sabi<e1>";"chc";2;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
148;148;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Urutau";"p";2;2019-12-17;2020-03-16;"18/19";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
149;149;"Arapoti_CDEArapoti_18/19_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tuiui<fa>";"p";2;2019-12-17;2020-03-16;"18/19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
